review_schema_version,stable_track_id,expected_title,expected_artists,expected_album,expected_duration_seconds,expected_release_year,case_tags,case_rationale,query,candidate_rank,candidate_video_id,candidate_url,candidate_title,candidate_uploader,candidate_channel,candidate_duration_seconds,candidate_view_count,source_type,title_similarity,version_relationships,recording_eligible_feature,ineligible_feature_reasons,candidate_review_label,candidate_note,track_note
stage5b1b-heldout-review-v1,s5b1b_021,Love Story (Taylor's Version),Taylor Swift,Fearless (Taylor's Version),235.766,2021,taylors_version | rerecording,Re-recording must not silently resolve to the earlier master.,"""Taylor Swift"" ""Love Story (Taylor's Version)"" official",4,GtjGLR64IBc,https://www.youtube.com/watch?v=GtjGLR64IBc,Taylor Swift - Love Story (Taylor's Version) (Music Video 4K),Swift Leaks Backup,Swift Leaks Backup,244.0,48036,OFFICIAL_MUSIC_VIDEO,1.000000,rerecording=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_021,Love Story (Taylor's Version),Taylor Swift,Fearless (Taylor's Version),235.766,2021,taylors_version | rerecording,Re-recording must not silently resolve to the earlier master.,"""Taylor Swift"" ""Love Story (Taylor's Version)"" official",5,CDlE0Jn5sns,https://www.youtube.com/watch?v=CDlE0Jn5sns,※(Taylor Swift - Love Story) (Taylor's Version ) Lyric / Love Story (Music Video ) MTV,The 10 Plus dimension kingdom Music channel,The 10 Plus dimension kingdom Music channel,244.0,566,LYRIC_VIDEO,0.487805,rerecording=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_022,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),613.026,2021,taylors_version | duration_specific | multiple_parentheses,Recording identity requires both re-recording and ten-minute descriptors.,"""Taylor Swift"" ""All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)"" official",1,BZ-rLBkUZf4,https://www.youtube.com/watch?v=BZ-rLBkUZf4,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault) (Lyric Video),Taylor Swift,Taylor Swift,613.0,41017223,LYRIC_VIDEO,1.000000,duration_version=MATCH; named_version=MATCH; rerecording=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_022,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),613.026,2021,taylors_version | duration_specific | multiple_parentheses,Recording identity requires both re-recording and ten-minute descriptors.,"""Taylor Swift"" ""All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)"" official",2,aPnqx56V8-0,https://www.youtube.com/watch?v=aPnqx56V8-0,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,Taylor Swift,613.0,58343802,ART_TRACK_TOPIC,1.000000,duration_version=MATCH; named_version=MATCH; rerecording=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_022,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),613.026,2021,taylors_version | duration_specific | multiple_parentheses,Recording identity requires both re-recording and ten-minute descriptors.,"""Taylor Swift"" ""All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)"" official",3,8z_UFBoTgvI,https://www.youtube.com/watch?v=8z_UFBoTgvI,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault) [CLEAN VERSION] - Taylor Swift,Make It Spatial,Make It Spatial,616.0,2460,OTHER,0.333333,duration_version=ABSENT; named_version=ABSENT; rerecording=ABSENT,false,explicit core-title contradiction: no normalized title-token overlap,,,
stage5b1b-heldout-review-v1,s5b1b_022,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),613.026,2021,taylors_version | duration_specific | multiple_parentheses,Recording identity requires both re-recording and ten-minute descriptors.,"""Taylor Swift"" ""All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)"" official",4,tollGa3S0o8,https://www.youtube.com/watch?v=tollGa3S0o8,Taylor Swift - All Too Well: The Short Film,Taylor Swift,Taylor Swift,896.0,113070651,OTHER,0.615385,duration_version=ABSENT; named_version=ABSENT; rerecording=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_022,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),613.026,2021,taylors_version | duration_specific | multiple_parentheses,Recording identity requires both re-recording and ten-minute descriptors.,"""Taylor Swift"" ""All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)"" official",5,YNrIWU0URtI,https://www.youtube.com/watch?v=YNrIWU0URtI,Taylor Swift - All Too Well (10 Minute Version) (B95),Pitched Clean Music (Up & Down),Pitched Clean Music (Up & Down),605.0,1033,OTHER,1.000000,duration_version=MATCH; named_version=ABSENT; rerecording=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_023,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version),231.833,2023,taylors_version | rerecording,Near-identical original and re-recording titles test explicit version compatibility.,"""Taylor Swift"" ""Style (Taylor's Version)"" official",1,2JgvVfOfoWI,https://www.youtube.com/watch?v=2JgvVfOfoWI,Taylor Swift - Style (Taylor's Version) (Lyric Video),Taylor Swift,Taylor Swift,236.0,39109425,LYRIC_VIDEO,1.000000,rerecording=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_023,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version),231.833,2023,taylors_version | rerecording,Near-identical original and re-recording titles test explicit version compatibility.,"""Taylor Swift"" ""Style (Taylor's Version)"" official",2,2c3VO1u2acY,https://www.youtube.com/watch?v=2c3VO1u2acY,Taylor Swift - Style (Taylor's Version) (Updated Official Music Video),Taylor's Version,Taylor's Version,246.0,9450,OFFICIAL_MUSIC_VIDEO,1.000000,rerecording=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_023,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version),231.833,2023,taylors_version | rerecording,Near-identical original and re-recording titles test explicit version compatibility.,"""Taylor Swift"" ""Style (Taylor's Version)"" official",3,RrjEgZbN4wc,https://www.youtube.com/watch?v=RrjEgZbN4wc,Taylor Swift - Style (Taylor's Version) [Reworked],1989 (Mori's Version),1989 (Mori's Version),233.0,5467,OTHER,1.000000,rerecording=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_023,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version),231.833,2023,taylors_version | rerecording,Near-identical original and re-recording titles test explicit version compatibility.,"""Taylor Swift"" ""Style (Taylor's Version)"" official",4,R1X5qyp5ung,https://www.youtube.com/watch?v=R1X5qyp5ung,Taylor Swift - Style (Taylor's Version) (Lyric Video),Lyric Boost,Lyric Boost,231.0,48,LYRIC_VIDEO,1.000000,rerecording=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_023,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version),231.833,2023,taylors_version | rerecording,Near-identical original and re-recording titles test explicit version compatibility.,"""Taylor Swift"" ""Style (Taylor's Version)"" official",5,qTAGMoBn-p4,https://www.youtube.com/watch?v=qTAGMoBn-p4,Taylor Swift - Style (Taylor's Version) (2014 Mix),Swift Leaks 2.0,Swift Leaks 2.0,232.0,37597,OTHER,1.000000,mix=CONFLICT; rerecording=MATCH,false,"explicit version conflict: mix: target=none, candidate=2014",,,
stage5b1b-heldout-review-v1,s5b1b_024,Latch - Acoustic,Sam Smith,Nirvana,223.333,2013,acoustic | alternate_arrangement,Acoustic version must remain distinct from the Disclosure studio recording.,"""Sam Smith"" ""Latch - Acoustic"" official",1,pUK6HlzNWEg,https://www.youtube.com/watch?v=pUK6HlzNWEg,Sam Smith - Latch (Acoustic),SAM SMITH,SAM SMITH,221.0,45824254,OTHER,1.000000,acoustic=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_024,Latch - Acoustic,Sam Smith,Nirvana,223.333,2013,acoustic | alternate_arrangement,Acoustic version must remain distinct from the Disclosure studio recording.,"""Sam Smith"" ""Latch - Acoustic"" official",2,YVZZFZCq-Cw,https://www.youtube.com/watch?v=YVZZFZCq-Cw,Latch (Acoustic),SAM SMITH,SAM SMITH,224.0,5458498,ART_TRACK_TOPIC,1.000000,acoustic=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_024,Latch - Acoustic,Sam Smith,Nirvana,223.333,2013,acoustic | alternate_arrangement,Acoustic version must remain distinct from the Disclosure studio recording.,"""Sam Smith"" ""Latch - Acoustic"" official",3,WnblENPgF9A,https://www.youtube.com/watch?v=WnblENPgF9A,Latch (Acoustic),SAM SMITH,SAM SMITH,224.0,868621,ART_TRACK_TOPIC,1.000000,acoustic=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_024,Latch - Acoustic,Sam Smith,Nirvana,223.333,2013,acoustic | alternate_arrangement,Acoustic version must remain distinct from the Disclosure studio recording.,"""Sam Smith"" ""Latch - Acoustic"" official",4,v38zVbLYcHU,https://www.youtube.com/watch?v=v38zVbLYcHU,Sam Smith - Latch (Acoustic),IndiePlayBack,IndiePlayBack,225.0,139217,OTHER,1.000000,acoustic=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_024,Latch - Acoustic,Sam Smith,Nirvana,223.333,2013,acoustic | alternate_arrangement,Acoustic version must remain distinct from the Disclosure studio recording.,"""Sam Smith"" ""Latch - Acoustic"" official",5,ME3LqHxa8Ds,https://www.youtube.com/watch?v=ME3LqHxa8Ds,Sam Smith - Latch - Acoustic (Live At The Apollo Theater),SAM SMITH,SAM SMITH,206.0,8116336,OTHER,1.000000,acoustic=MATCH; live=CONFLICT,false,"explicit version conflict: live: target=none, candidate=The Apollo Theater",,,
stage5b1b-heldout-review-v1,s5b1b_025,Everlong - Acoustic Version,Foo Fighters,Greatest Hits,251.733,2009,acoustic | many_live_uploads,Acoustic target competes with studio and numerous concert performances.,"""Foo Fighters"" ""Everlong - Acoustic Version"" official",1,YLRlOvzs-XU,https://www.youtube.com/watch?v=YLRlOvzs-XU,Everlong (Acoustic Version),Foo Fighters,Foo Fighters,251.0,28607404,ART_TRACK_TOPIC,1.000000,acoustic=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_025,Everlong - Acoustic Version,Foo Fighters,Greatest Hits,251.733,2009,acoustic | many_live_uploads,Acoustic target competes with studio and numerous concert performances.,"""Foo Fighters"" ""Everlong - Acoustic Version"" official",2,0-89uZOIFok,https://www.youtube.com/watch?v=0-89uZOIFok,"Foo Fighters - ""Everlong"" (Acoustic) Live at Howard Stern",Kyle Reese,Kyle Reese,172.0,1889679,OTHER,0.432432,acoustic=MATCH; live=CONFLICT,false,"explicit version conflict: live: target=none, candidate=Howard Stern",,,
stage5b1b-heldout-review-v1,s5b1b_025,Everlong - Acoustic Version,Foo Fighters,Greatest Hits,251.733,2009,acoustic | many_live_uploads,Acoustic target competes with studio and numerous concert performances.,"""Foo Fighters"" ""Everlong - Acoustic Version"" official",3,vLkBybsH73k,https://www.youtube.com/watch?v=vLkBybsH73k,"Foo Fighters | Everlong (Acoustic - March 20, 2021)",Foo Fighters,Foo Fighters,687.0,17438110,OTHER,0.095238,acoustic=ABSENT,false,explicit core-title contradiction: no normalized title-token overlap,,,
stage5b1b-heldout-review-v1,s5b1b_025,Everlong - Acoustic Version,Foo Fighters,Greatest Hits,251.733,2009,acoustic | many_live_uploads,Acoustic target competes with studio and numerous concert performances.,"""Foo Fighters"" ""Everlong - Acoustic Version"" official",4,gsRJXbITkVo,https://www.youtube.com/watch?v=gsRJXbITkVo,"Foo Fighters - Everlong (Live on 2 Meter Sessions, 1999)",2 Meter Sessions,2 Meter Sessions,342.0,876358,OTHER,1.000000,acoustic=ABSENT; live=CONFLICT,false,"explicit version conflict: live: target=none, candidate=on 2 Meter Sessions, 1999",,,
stage5b1b-heldout-review-v1,s5b1b_025,Everlong - Acoustic Version,Foo Fighters,Greatest Hits,251.733,2009,acoustic | many_live_uploads,Acoustic target competes with studio and numerous concert performances.,"""Foo Fighters"" ""Everlong - Acoustic Version"" official",5,OgMkST2rUR8,https://www.youtube.com/watch?v=OgMkST2rUR8,Foo Fighters - Everlong Acoustic (Greatest Hits version),BloodR4ven,BloodR4ven,251.0,4444396,OTHER,0.340426,acoustic=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_026,Move Your Body - Extended Mix,Öwnboss | Sevek,Move Your Body (Extended Mix),253.714,2021,extended_mix | diacritics | multiple_artists,Extended mix and artist diacritic must survive normalization.,"""Öwnboss"" ""Move Your Body - Extended Mix"" official",1,R0PWjDLTcgc,https://www.youtube.com/watch?v=R0PWjDLTcgc,Move Your Body (Extended Mix),Öwnboss,Öwnboss,202.0,2675356,ART_TRACK_TOPIC,1.000000,extended=MATCH; mix=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_026,Move Your Body - Extended Mix,Öwnboss | Sevek,Move Your Body (Extended Mix),253.714,2021,extended_mix | diacritics | multiple_artists,Extended mix and artist diacritic must survive normalization.,"""Öwnboss"" ""Move Your Body - Extended Mix"" official",2,Gi005IFLlq8,https://www.youtube.com/watch?v=Gi005IFLlq8,Öwnboss & Sevek - Move Your Body (Extended Mix),house calls,house calls,202.0,58681,OTHER,1.000000,extended=MATCH; mix=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_026,Move Your Body - Extended Mix,Öwnboss | Sevek,Move Your Body (Extended Mix),253.714,2021,extended_mix | diacritics | multiple_artists,Extended mix and artist diacritic must survive normalization.,"""Öwnboss"" ""Move Your Body - Extended Mix"" official",3,YjhicY3Co84,https://www.youtube.com/watch?v=YjhicY3Co84,"Öwnboss, Sevek - Move Your Body (Razihel Extended Remix) FREE DOWNLOAD]",Unpublished Songs,Unpublished Songs,186.0,35801,OTHER,0.666667,extended=MATCH; mix=ABSENT; remix=CONFLICT,false,"explicit version conflict: remix: target=none, candidate=Razihel Extended",,,
stage5b1b-heldout-review-v1,s5b1b_026,Move Your Body - Extended Mix,Öwnboss | Sevek,Move Your Body (Extended Mix),253.714,2021,extended_mix | diacritics | multiple_artists,Extended mix and artist diacritic must survive normalization.,"""Öwnboss"" ""Move Your Body - Extended Mix"" official",4,57bgL8rgeo0,https://www.youtube.com/watch?v=57bgL8rgeo0,"ÖWNBOSS, Sevek – Move Your Body (Extended Mix)",Style Music,Style Music,204.0,1634,OTHER,0.666667,extended=MATCH; mix=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_026,Move Your Body - Extended Mix,Öwnboss | Sevek,Move Your Body (Extended Mix),253.714,2021,extended_mix | diacritics | multiple_artists,Extended mix and artist diacritic must survive normalization.,"""Öwnboss"" ""Move Your Body - Extended Mix"" official",5,_I6j9d3Q8Zs,https://www.youtube.com/watch?v=_I6j9d3Q8Zs,"Öwnboss, Sevek - Move Your Body (Tiësto Edit) [Official Visualizer]",Tiësto,Tiësto,141.0,836401,OTHER,1.000000,extended=ABSENT; mix=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_027,Opus,Eric Prydz,Opus,543.093,2015,long_duration | short_common_title | electronic,Nine-minute studio target has shortened edits and a very common title.,"""Eric Prydz"" ""Opus"" official",1,iRA82xLsb_w,https://www.youtube.com/watch?v=iRA82xLsb_w,Eric Prydz - Opus (OUT NOW),Eric Prydz,Eric Prydz,544.0,46294715,OTHER,1.000000,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_027,Opus,Eric Prydz,Opus,543.093,2015,long_duration | short_common_title | electronic,Nine-minute studio target has shortened edits and a very common title.,"""Eric Prydz"" ""Opus"" official",2,h-nQ63LCV7I,https://www.youtube.com/watch?v=h-nQ63LCV7I,Eric Prydz - Opus [Live Tomorrowland 2017],Beat Land Mx,Beat Land Mx,388.0,15415690,OTHER,1.000000,live=CONFLICT,false,"explicit version conflict: live: target=none, candidate=Tomorrowland 2017",,,
stage5b1b-heldout-review-v1,s5b1b_027,Opus,Eric Prydz,Opus,543.093,2015,long_duration | short_common_title | electronic,Nine-minute studio target has shortened edits and a very common title.,"""Eric Prydz"" ""Opus"" official",3,oo9y-ndmjrs,https://www.youtube.com/watch?v=oo9y-ndmjrs,Eric Prydz - Opus (Official Video)(Roger Mendez),Roger Mendez,Roger Mendez,544.0,131822,OFFICIAL_MUSIC_VIDEO,1.000000,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_027,Opus,Eric Prydz,Opus,543.093,2015,long_duration | short_common_title | electronic,Nine-minute studio target has shortened edits and a very common title.,"""Eric Prydz"" ""Opus"" official",4,KNSNwzozVjM,https://www.youtube.com/watch?v=KNSNwzozVjM,"""Eric Prydz - Opus"" FULL ALBUM CONTINUOUS MIX",Cador,Cador,6551.0,108885,OTHER,0.235294,mix=CONFLICT,false,"explicit version conflict: mix: target=none, candidate=Opus"" FULL ALBUM CONTINUOUS",,,
stage5b1b-heldout-review-v1,s5b1b_027,Opus,Eric Prydz,Opus,543.093,2015,long_duration | short_common_title | electronic,Nine-minute studio target has shortened edits and a very common title.,"""Eric Prydz"" ""Opus"" official",5,Ib-9szQU9jM,https://www.youtube.com/watch?v=Ib-9szQU9jM,Eric Prydz - Opus [Radio edit],Antonio Ch. García,Antonio Ch. García,328.0,3495830,OTHER,1.000000,radio_edit=CONFLICT,false,"explicit version conflict: radio_edit: target=none, candidate=radio edit",,,
stage5b1b-heldout-review-v1,s5b1b_028,bad guy (with Justin Bieber),Billie Eilish | Justin Bieber,bad guy (with Justin Bieber),194.84,2019,alternate_version | multiple_artists | lowercase_title,Guest-vocal alternate must not resolve to the dominant solo recording.,"""Billie Eilish"" ""bad guy (with Justin Bieber)"" official",1,eoiWhRo3A7w,https://www.youtube.com/watch?v=eoiWhRo3A7w,"Billie Eilish, Justin Bieber - bad guy",eyelafd,eyelafd,192.0,98846282,OTHER,1.000000,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_028,bad guy (with Justin Bieber),Billie Eilish | Justin Bieber,bad guy (with Justin Bieber),194.84,2019,alternate_version | multiple_artists | lowercase_title,Guest-vocal alternate must not resolve to the dominant solo recording.,"""Billie Eilish"" ""bad guy (with Justin Bieber)"" official",2,DyDfgMOUjCI,https://www.youtube.com/watch?v=DyDfgMOUjCI,Billie Eilish - bad guy,Billie Eilish,Billie Eilish,206.0,1355621029,OTHER,1.000000,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_028,bad guy (with Justin Bieber),Billie Eilish | Justin Bieber,bad guy (with Justin Bieber),194.84,2019,alternate_version | multiple_artists | lowercase_title,Guest-vocal alternate must not resolve to the dominant solo recording.,"""Billie Eilish"" ""bad guy (with Justin Bieber)"" official",3,2pnXjQCegVc,https://www.youtube.com/watch?v=2pnXjQCegVc,Billie Eilish - bad guy (with Justin Bieber) [Audio],Billie Eilish,Billie Eilish,195.0,48217469,OTHER,1.000000,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_028,bad guy (with Justin Bieber),Billie Eilish | Justin Bieber,bad guy (with Justin Bieber),194.84,2019,alternate_version | multiple_artists | lowercase_title,Guest-vocal alternate must not resolve to the dominant solo recording.,"""Billie Eilish"" ""bad guy (with Justin Bieber)"" official",4,qOXF9W1Z49Y,https://www.youtube.com/watch?v=qOXF9W1Z49Y,Billie Eilish - bad guy feat. Justin Bieber (Music Video),JUSTIN BIEBER FAN MUSIC VIDEOS,JUSTIN BIEBER FAN MUSIC VIDEOS,198.0,143497,OFFICIAL_MUSIC_VIDEO,1.000000,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_028,bad guy (with Justin Bieber),Billie Eilish | Justin Bieber,bad guy (with Justin Bieber),194.84,2019,alternate_version | multiple_artists | lowercase_title,Guest-vocal alternate must not resolve to the dominant solo recording.,"""Billie Eilish"" ""bad guy (with Justin Bieber)"" official",5,JHVAsBmb2BI,https://www.youtube.com/watch?v=JHVAsBmb2BI,"Billie Eilish, Justin Bieber - bad guy (Lyrics)",SyrebralVibes,SyrebralVibes,198.0,1527683,LYRIC_VIDEO,1.000000,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_029,abcdefu (angrier),GAYLE,a study of the human experience volume one,159.173,2022,named_version | explicit_ambiguity,"Named angrier version competes with original, chill, and demo versions.","""GAYLE"" ""abcdefu (angrier)"" official",1,w_tiAmnLieI,https://www.youtube.com/watch?v=w_tiAmnLieI,GAYLE - abcdefu (angrier) visualizer,GAYLE,GAYLE,165.0,5535027,OTHER,0.560000,named_version=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_029,abcdefu (angrier),GAYLE,a study of the human experience volume one,159.173,2022,named_version | explicit_ambiguity,"Named angrier version competes with original, chill, and demo versions.","""GAYLE"" ""abcdefu (angrier)"" official",2,3i_MBzr7LWs,https://www.youtube.com/watch?v=3i_MBzr7LWs,abcdefu (angrier),GAYLE,GAYLE,160.0,58392240,ART_TRACK_TOPIC,1.000000,named_version=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_029,abcdefu (angrier),GAYLE,a study of the human experience volume one,159.173,2022,named_version | explicit_ambiguity,"Named angrier version competes with original, chill, and demo versions.","""GAYLE"" ""abcdefu (angrier)"" official",3,up4Q-oYp5kU,https://www.youtube.com/watch?v=up4Q-oYp5kU,GAYLE - abcdefu (angrier) (Lyrics),TrendingTracks,TrendingTracks,168.0,1033235,LYRIC_VIDEO,1.000000,named_version=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_029,abcdefu (angrier),GAYLE,a study of the human experience volume one,159.173,2022,named_version | explicit_ambiguity,"Named angrier version competes with original, chill, and demo versions.","""GAYLE"" ""abcdefu (angrier)"" official",4,1Cga6DfY8wk,https://www.youtube.com/watch?v=1Cga6DfY8wk,GAYLE - abcdefu (angrier) (Lyrics),Vanilla Mode,Vanilla Mode,161.0,16284,LYRIC_VIDEO,1.000000,named_version=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_029,abcdefu (angrier),GAYLE,a study of the human experience volume one,159.173,2022,named_version | explicit_ambiguity,"Named angrier version competes with original, chill, and demo versions.","""GAYLE"" ""abcdefu (angrier)"" official",5,3tJDBCifwec,https://www.youtube.com/watch?v=3tJDBCifwec,[Nightcore] - ABCDEFU (Angrier) (lyrics) | Gayle,Mystchanghee,Mystchanghee,139.0,1877,LYRIC_VIDEO,0.700000,named_version=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_030,abcdefu (chill),GAYLE,a study of the human experience volume one,176.68,2022,named_version | multiple_versions,Same song family as another held-out target but a distinct chill recording.,"""GAYLE"" ""abcdefu (chill)"" official",1,lNarDaEr7EY,https://www.youtube.com/watch?v=lNarDaEr7EY,abcdefu (chill),GAYLE,GAYLE,177.0,820523,ART_TRACK_TOPIC,1.000000,named_version=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_030,abcdefu (chill),GAYLE,a study of the human experience volume one,176.68,2022,named_version | multiple_versions,Same song family as another held-out target but a distinct chill recording.,"""GAYLE"" ""abcdefu (chill)"" official",2,GAjREHV2MmU,https://www.youtube.com/watch?v=GAjREHV2MmU,Gayle - abcdefu (chill),비위드 카오디오 뮤직 (BEWITH Car Audio Music),비위드 카오디오 뮤직 (BEWITH Car Audio Music),176.0,53,OTHER,1.000000,named_version=MATCH,true,,,,
stage5b1b-heldout-review-v1,s5b1b_030,abcdefu (chill),GAYLE,a study of the human experience volume one,176.68,2022,named_version | multiple_versions,Same song family as another held-out target but a distinct chill recording.,"""GAYLE"" ""abcdefu (chill)"" official",3,Sqt5gPUxipY,https://www.youtube.com/watch?v=Sqt5gPUxipY,GAYLE - abcdefu (chill) (Clean),DJRatAttack,DJRatAttack,175.0,4297,OTHER,1.000000,content_rating=CONFLICT; named_version=MATCH,false,"explicit version conflict: content_rating: target=none, candidate=clean",,,
stage5b1b-heldout-review-v1,s5b1b_030,abcdefu (chill),GAYLE,a study of the human experience volume one,176.68,2022,named_version | multiple_versions,Same song family as another held-out target but a distinct chill recording.,"""GAYLE"" ""abcdefu (chill)"" official",4,2qmFstpYlH0,https://www.youtube.com/watch?v=2qmFstpYlH0,GAYLE - ABCDEFU (chill version) (Audio),JoMusicProduction,JoMusicProduction,177.0,3282,OTHER,1.000000,named_version=ABSENT,true,,,,
stage5b1b-heldout-review-v1,s5b1b_030,abcdefu (chill),GAYLE,a study of the human experience volume one,176.68,2022,named_version | multiple_versions,Same song family as another held-out target but a distinct chill recording.,"""GAYLE"" ""abcdefu (chill)"" official",5,erThdD0E-VA,https://www.youtube.com/watch?v=erThdD0E-VA,​abcdefu (chill) - GAYLE (Lyrics),Nova Vibe,Nova Vibe,177.0,24,LYRIC_VIDEO,0.333333,named_version=ABSENT,false,explicit core-title contradiction: no normalized title-token overlap,,,
stage5b1b-heldout-review-v1,s5b1b_031,Let's Get It Started,Black Eyed Peas,Elephunk,217.693,2004,clean_alternate | common_metadata,Clean rewrite coexists with an earlier explicit-titled recording using the same music.,"""Black Eyed Peas"" ""Let's Get It Started"" official",1,IKqV7DB8Iwg,https://www.youtube.com/watch?v=IKqV7DB8Iwg,The Black Eyed Peas - Let's Get It Started,Black Eyed Peas,Black Eyed Peas,230.0,316648630,OTHER,1.000000,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_031,Let's Get It Started,Black Eyed Peas,Elephunk,217.693,2004,clean_alternate | common_metadata,Clean rewrite coexists with an earlier explicit-titled recording using the same music.,"""Black Eyed Peas"" ""Let's Get It Started"" official",2,uS9A9lqd7-k,https://www.youtube.com/watch?v=uS9A9lqd7-k,The Black Eyed Peas - Let's Get It Started (Lyrics),Lyric Vibes,Lyric Vibes,241.0,8606607,LYRIC_VIDEO,1.000000,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_031,Let's Get It Started,Black Eyed Peas,Elephunk,217.693,2004,clean_alternate | common_metadata,Clean rewrite coexists with an earlier explicit-titled recording using the same music.,"""Black Eyed Peas"" ""Let's Get It Started"" official",3,V6nXQY0c4iA,https://www.youtube.com/watch?v=V6nXQY0c4iA,The Black Eyed Peas - Let's Get It Started HQ,image_as_designed,image_as_designed,218.0,2418257,OTHER,0.930233,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_031,Let's Get It Started,Black Eyed Peas,Elephunk,217.693,2004,clean_alternate | common_metadata,Clean rewrite coexists with an earlier explicit-titled recording using the same music.,"""Black Eyed Peas"" ""Let's Get It Started"" official",4,xx87PIYdYZ8,https://www.youtube.com/watch?v=xx87PIYdYZ8,Let's Get It Started,Black Eyed Peas,Black Eyed Peas,219.0,2666520,ART_TRACK_TOPIC,1.000000,,true,,,,
stage5b1b-heldout-review-v1,s5b1b_031,Let's Get It Started,Black Eyed Peas,Elephunk,217.693,2004,clean_alternate | common_metadata,Clean rewrite coexists with an earlier explicit-titled recording using the same music.,"""Black Eyed Peas"" ""Let's Get It Started"" official",5,ATBgEUB-Pj4,https://www.youtube.com/watch?v=ATBgEUB-Pj4,"Black Eyed Peas ,HD,  Let's Get It Started ,Live ,BBC Later With, Jools Holland,HD 1080p",playlistfullhd2,playlistfullhd2,254.0,244240,OTHER,0.392157,live=CONFLICT,false,"explicit version conflict: live: target=none, candidate=,BBC Later With, Jools Holland,HD 1080p",,,
stage5b1b-heldout-review-v1,s5b1b_032,F**kin' Perfect,P!nk,Greatest Hits...So Far!!!,213.413,2010,explicit_version | artist_punctuation | title_punctuation,Censored title punctuation and clean counterpart challenge deterministic text parsing.,"""P!nk"" ""F**kin' Perfect"" official",1,ecSijSDlpi8,https://www.youtube.com/watch?v=ecSijSDlpi8,P!nk - F**kin' Perfect (Lyrics),Cactus Rock,Cactus Rock,214.0,801272,LYRIC_VIDEO,1.000000,,true,,,,
