review_schema_version,pair_id,query_spotify_id,neighbor_spotify_id,neighbor_rank,clap_similarity,muq_similarity,combined_similarity,human_label,human_note,review_timestamp
stage5c2-human-similarity-review-v2,67bdb267c0ad9304e066bc8d,1VAtYkKvDenA1KypImlZIY,2sXQnT404FrXeSEZkJXfKM,5,0.814812150,0.864931039,0.828980853,5,,2026-09-05T04:28:01.613197+00:00
stage5c2-human-similarity-review-v2,7c4c6958735d5fc3cb0265af,2BFAfMIblG0RZeAvlmLC81,7iov2YtUJgLmHXwpYXLcoo,1,0.926308644,0.816119278,0.895157907,5,,2026-09-05T07:12:03.943991+00:00
stage5c2-human-similarity-review-v2,28829be8e440a2a0735b5cf2,2BFAfMIblG0RZeAvlmLC81,49iccsmr8Su1SXXwNfFO70,2,0.915297016,0.816830479,0.887460344,4,,2026-09-05T07:11:44.899680+00:00
stage5c2-human-similarity-review-v2,f9328ce50e46609c8bb93906,2BFAfMIblG0RZeAvlmLC81,7hFW5IN7mQ99PuO86r38Sf,3,0.879242919,0.848512092,0.870555257,4,,2026-09-05T07:12:02.116522+00:00
stage5c2-human-similarity-review-v2,98a2512888e2011d8abc02c0,2BFAfMIblG0RZeAvlmLC81,70YbAV2UKPee15B00RbPcT,4,0.882597112,0.820987684,0.865180013,3,,2026-09-05T00:27:19.227157+00:00
stage5c2-human-similarity-review-v2,1f259748ded675913a0889d2,2BFAfMIblG0RZeAvlmLC81,3fzeNQfannmBQWGecQZ93s,5,0.870379725,0.793016237,0.848508924,4,,2026-09-05T07:12:17.568344+00:00
stage5c2-human-similarity-review-v2,14784b66bdb455de25e78153,3F5HhdyBfvCbzuPJbGBHkc,3uOeutrLztSX6lU0b0et3B,1,0.837280224,0.745434843,0.811315365,3,,2026-09-05T07:19:46.668316+00:00
stage5c2-human-similarity-review-v2,b7b2cb46c4d97508fe64f44e,3F5HhdyBfvCbzuPJbGBHkc,49KDK2ccYnOCYPeXfDO3YT,2,0.831380799,0.722171474,0.800507121,2,,2026-09-05T07:19:41.464462+00:00
stage5c2-human-similarity-review-v2,59ffdd68b1114ec927c702ed,3F5HhdyBfvCbzuPJbGBHkc,7iov2YtUJgLmHXwpYXLcoo,3,0.790522092,0.771566983,0.785163448,3,,2026-09-05T07:19:34.295264+00:00
stage5c2-human-similarity-review-v2,e430119ed8377ce7083aa120,3F5HhdyBfvCbzuPJbGBHkc,4Sk74gcXTe9dnE1HU5Pn1y,4,0.793028144,0.755400512,0.782390743,2,,2026-09-05T07:19:51.079310+00:00
stage5c2-human-similarity-review-v2,24770fc1d62bbc8cae30df63,3F5HhdyBfvCbzuPJbGBHkc,5h6c3ArwadWdEny5yXUPOt,5,0.806738667,0.658211500,0.764749763,3,,2026-09-05T07:19:25.043181+00:00
stage5c2-human-similarity-review-v2,1ee439e08ff65ae8ed8b628a,5UUnRflW65AsvluD8d5N2U,0xlx3pH8TxNah8hdiINqeA,1,0.759652559,0.746315303,0.755882092,4,,2026-09-05T08:12:45.048462+00:00
stage5c2-human-similarity-review-v2,9960ef82b8ca1042a2de05d1,5UUnRflW65AsvluD8d5N2U,6JjD8b5nYnwJ3zxYZ16rKg,2,0.760806409,0.677431702,0.737236225,4,,2026-09-05T08:12:54.921238+00:00
stage5c2-human-similarity-review-v2,f83f3d77d1d8ca0508de8b4e,5UUnRflW65AsvluD8d5N2U,3F5HhdyBfvCbzuPJbGBHkc,3,0.721373233,0.741635086,0.727101296,2,,2026-09-05T08:13:19.898636+00:00
stage5c2-human-similarity-review-v2,1bb1b9096b6413f947629efc,5UUnRflW65AsvluD8d5N2U,6rj9qDXWANe0U69asDzxMp,4,0.746597592,0.634095099,0.714792929,4,,2026-09-05T08:13:06.093040+00:00
stage5c2-human-similarity-review-v2,938331c4e8b61b2fad032ed6,5UUnRflW65AsvluD8d5N2U,7iov2YtUJgLmHXwpYXLcoo,5,0.692004790,0.727226607,0.701962063,3,,2026-09-05T08:13:08.700683+00:00
stage5c2-human-similarity-review-v2,e8bf41714f77268ed1fab40e,1CwmoUvvRyhiwqhMfvbB4K,3vC63Nh3rSREo7qDHgnx8I,1,0.897222143,0.838091039,0.880505671,5,,2026-09-05T08:15:42.110763+00:00
stage5c2-human-similarity-review-v2,14df129533930d207cfc1ce7,1CwmoUvvRyhiwqhMfvbB4K,0CnpSTdL9l5vQM4YnzXtyo,2,0.858802210,0.769084979,0.833438983,5,,2026-09-05T08:17:20.480713+00:00
stage5c2-human-similarity-review-v2,c936010b9b24d29d99d8cb95,1CwmoUvvRyhiwqhMfvbB4K,1aKvZDoLGkNMxoRYgkckZG,3,0.853544632,0.736813711,0.820544584,5,,2026-09-05T08:15:50.079342+00:00
stage5c2-human-similarity-review-v2,b9b18396c634f830fed40f4b,1CwmoUvvRyhiwqhMfvbB4K,7LFwi4RolcCPnVEXXXVfQP,4,0.815860950,0.752435577,0.797930480,4,,2026-09-04T23:47:52.696909+00:00
stage5c2-human-similarity-review-v2,0b0d7d441852f08cf701a80f,1CwmoUvvRyhiwqhMfvbB4K,5h6c3ArwadWdEny5yXUPOt,5,0.804649230,0.775880845,0.796516355,4,unsure if 4 or 5,2026-09-05T08:17:03.948965+00:00
stage5c2-human-similarity-review-v2,e8bf41714f77268ed1fab40e,3vC63Nh3rSREo7qDHgnx8I,1CwmoUvvRyhiwqhMfvbB4K,1,0.897222143,0.838091039,0.880505671,5,,2026-09-05T08:15:42.110763+00:00
stage5c2-human-similarity-review-v2,7ecf498159b469921f2a30d0,3vC63Nh3rSREo7qDHgnx8I,5q3LwAHTqo9d3rET2EA9Nq,2,0.889814358,0.835558257,0.874476058,3,,2026-09-05T08:17:31.556697+00:00
stage5c2-human-similarity-review-v2,92b98e61516974c859e1a083,3vC63Nh3rSREo7qDHgnx8I,37BvHZhn4399Zhh6EDa4km,3,0.892910568,0.769707194,0.858080747,4,,2026-09-05T08:17:35.802244+00:00
stage5c2-human-similarity-review-v2,a366590334ca132bc153c0a2,3vC63Nh3rSREo7qDHgnx8I,4lR8sYGMGZPvthF2yUfo7T,4,0.854354212,0.857606501,0.855273640,5,,2026-09-05T08:17:39.215997+00:00
stage5c2-human-similarity-review-v2,c81c27e0a8d2d04c33e61e8d,3vC63Nh3rSREo7qDHgnx8I,1aKvZDoLGkNMxoRYgkckZG,5,0.904327510,0.727999250,0.854479185,4,,2026-09-05T08:17:45.271999+00:00
stage5c2-human-similarity-review-v2,8c25bcf8e50c343c94e4848a,39kzWAiVPpycdMpr745oPj,65FftemJ1DbbZ45DUfHJXE,1,0.908527616,0.733857183,0.859147961,4,,2026-09-05T08:19:32.508018+00:00
stage5c2-human-similarity-review-v2,fba712d3c0de17e42b0b85ba,39kzWAiVPpycdMpr745oPj,5VGDusp81Ed3T9xACRw5Os,2,0.866621940,0.807908944,0.850023667,4,,2026-09-05T08:19:50.718930+00:00
stage5c2-human-similarity-review-v2,55821342ae53e3180441831f,39kzWAiVPpycdMpr745oPj,5ngJKkOmjkN460b2ApBnLk,3,0.852123160,0.837529190,0.847997417,3,,2026-09-05T01:22:38.077503+00:00
stage5c2-human-similarity-review-v2,f1467ba966cf4b35d0c4085b,39kzWAiVPpycdMpr745oPj,1AHtqWqufKsgBmdNEi1WVO,4,0.863773171,0.802567066,0.846470092,4,,2026-09-05T08:19:53.938591+00:00
stage5c2-human-similarity-review-v2,edc6b334fc13bad367d148fa,39kzWAiVPpycdMpr745oPj,1U90UBmMrQTx9GNweUA4LZ,5,0.843134359,0.818935352,0.836293255,3,,2026-09-04T23:59:03.077251+00:00
stage5c2-human-similarity-review-v2,92b98e61516974c859e1a083,37BvHZhn4399Zhh6EDa4km,3vC63Nh3rSREo7qDHgnx8I,1,0.892910568,0.769707194,0.858080747,4,,2026-09-05T08:17:35.802244+00:00
stage5c2-human-similarity-review-v2,d43b21aae0e5eea2bb5e958d,37BvHZhn4399Zhh6EDa4km,4lR8sYGMGZPvthF2yUfo7T,2,0.861277895,0.695676672,0.814462123,5,,2026-09-05T08:20:01.964648+00:00
stage5c2-human-similarity-review-v2,61e5cb9575fd1ae5312de9b4,37BvHZhn4399Zhh6EDa4km,1aKvZDoLGkNMxoRYgkckZG,3,0.850208167,0.692301218,0.805567581,4,,2026-09-05T08:20:30.616317+00:00
stage5c2-human-similarity-review-v2,e6d7001331d729a528a9d784,37BvHZhn4399Zhh6EDa4km,0CnpSTdL9l5vQM4YnzXtyo,4,0.836369131,0.708357239,0.800179933,4,,2026-09-05T08:20:23.154050+00:00
stage5c2-human-similarity-review-v2,cb653927e51f3cc134c23db0,37BvHZhn4399Zhh6EDa4km,1CwmoUvvRyhiwqhMfvbB4K,5,0.843964605,0.620635310,0.780829001,3,,2026-09-05T08:20:17.175163+00:00
stage5c2-human-similarity-review-v2,d5bca33436409fafa03d5413,2g0LdZQce9xlcHb1mBJyuz,3fzeNQfannmBQWGecQZ93s,1,0.880752878,0.775212182,0.850916328,3,,2026-09-05T08:25:39.956857+00:00
stage5c2-human-similarity-review-v2,5687f879d36b2619ad5af681,2g0LdZQce9xlcHb1mBJyuz,41zXlQxzTi6cGAjpOXyLYH,2,0.864278702,0.804714727,0.847439856,2,,2026-09-05T08:25:48.675851+00:00
stage5c2-human-similarity-review-v2,9ff1b0f65da7ef378d9bffb1,2g0LdZQce9xlcHb1mBJyuz,1kuGVB7EU95pJObxwvfwKS,3,0.835062081,0.873452792,0.845915206,3,,2026-09-05T08:25:59.002839+00:00
stage5c2-human-similarity-review-v2,b6ea409a5128104165d2c0e0,2g0LdZQce9xlcHb1mBJyuz,2BFAfMIblG0RZeAvlmLC81,4,0.824995599,0.846867982,0.831178962,2,,2026-09-05T08:25:59.858619+00:00
stage5c2-human-similarity-review-v2,78882d4b4caab4839b0f7ae0,2g0LdZQce9xlcHb1mBJyuz,6B9HXnRzmokTTxZNdV5T48,5,0.826531815,0.820804392,0.824912662,3,,2026-09-04T23:46:20.726317+00:00
stage5c2-human-similarity-review-v2,af52b1cb770aa88f17195668,7fBv7CLKzipRk6EC6TWHOB,5cgy5vMqVZbd8hYutp2txu,1,0.874517117,0.856903879,0.869537822,3,,2026-09-05T08:26:25.402359+00:00
stage5c2-human-similarity-review-v2,2d0c135d724df498ed524baf,7fBv7CLKzipRk6EC6TWHOB,2yQY2IzeQtUKanVo78Fg23,2,0.810321962,0.746622600,0.792314034,2,,2026-09-05T08:26:27.128216+00:00
stage5c2-human-similarity-review-v2,d637e6f12f3fdf9886fbfa0c,7fBv7CLKzipRk6EC6TWHOB,3X45Wd5yRNoe2twmyc5CvO,3,0.792727092,0.791208734,0.792297850,2,,2026-09-05T08:26:32.902381+00:00
stage5c2-human-similarity-review-v2,6c1029fd7909ebbde2a327ea,7fBv7CLKzipRk6EC6TWHOB,4LaZ8RpIP6DIgN73bXQVlO,4,0.774711128,0.834217250,0.791533619,5,this song is extremely hard to place (not the hills) but GET IT ,2026-09-04T22:55:53.036351+00:00
stage5c2-human-similarity-review-v2,4c945edd24fdc8e9b89ad426,7fBv7CLKzipRk6EC6TWHOB,23V5SeHanwL6PlqyJ99dH8,5,0.799807360,0.768773337,0.791033985,1,,2026-09-05T08:26:39.334763+00:00
stage5c2-human-similarity-review-v2,71e79345b420cacb1729ce89,3uOeutrLztSX6lU0b0et3B,65FftemJ1DbbZ45DUfHJXE,1,0.880561681,0.872726892,0.878346772,4,,2026-09-04T23:48:32.099282+00:00
stage5c2-human-similarity-review-v2,87b3b27e61f43970345047c6,3uOeutrLztSX6lU0b0et3B,5h6c3ArwadWdEny5yXUPOt,2,0.892487665,0.772747524,0.858636906,3,,2026-09-05T08:26:55.586170+00:00
stage5c2-human-similarity-review-v2,7a2a69610b28a7e592658cf3,3uOeutrLztSX6lU0b0et3B,1aKvZDoLGkNMxoRYgkckZG,3,0.888238250,0.754711000,0.850489850,3,,2026-09-05T08:26:58.743713+00:00
stage5c2-human-similarity-review-v2,8616382814591c884b933e0f,3uOeutrLztSX6lU0b0et3B,1AHtqWqufKsgBmdNEi1WVO,4,0.869491319,0.794737435,0.848358258,3,,2026-09-05T08:27:05.022720+00:00
stage5c2-human-similarity-review-v2,3abef65d09b89decb030af77,3uOeutrLztSX6lU0b0et3B,6zKX91EvxRHr42ZiZ5C9kN,5,0.824301672,0.902509188,0.846411081,3,,2026-09-05T08:27:08.309771+00:00
stage5c2-human-similarity-review-v2,e6f09105bc8452e46cecca66,7rAOIiVhiD3vklTrCUpfYo,5l45vVLs4JKkhzN0tvkWJv,1,0.778662442,0.750403215,0.770673506,3,,2026-09-05T08:28:20.439816+00:00
stage5c2-human-similarity-review-v2,9d28ff00d048bef7860ee1ff,7rAOIiVhiD3vklTrCUpfYo,4gMPlHHAjOQnUrhsuqHivn,2,0.759701491,0.678672419,0.736794423,2,,2026-09-05T08:28:22.068165+00:00
stage5c2-human-similarity-review-v2,94630f75142c5e79f8e7f371,7rAOIiVhiD3vklTrCUpfYo,2g0LdZQce9xlcHb1mBJyuz,3,0.782770458,0.596105835,0.730000024,2,,2026-09-05T08:28:23.722852+00:00
stage5c2-human-similarity-review-v2,58a55077e9213733e63b9dbb,7rAOIiVhiD3vklTrCUpfYo,41zXlQxzTi6cGAjpOXyLYH,4,0.738773035,0.648857576,0.713353768,2,,2026-09-05T08:28:31.185684+00:00
stage5c2-human-similarity-review-v2,4b2718137707e57cc2569db7,7rAOIiVhiD3vklTrCUpfYo,3fzeNQfannmBQWGecQZ93s,5,0.777320126,0.534790081,0.708756434,2,,2026-09-05T08:28:32.202269+00:00
stage5c2-human-similarity-review-v2,71996ea1c8e7822af4bb2c0a,49iccsmr8Su1SXXwNfFO70,7iov2YtUJgLmHXwpYXLcoo,1,0.915422311,0.836470186,0.893102399,5,,2026-09-05T08:28:40.449436+00:00
stage5c2-human-similarity-review-v2,28829be8e440a2a0735b5cf2,49iccsmr8Su1SXXwNfFO70,2BFAfMIblG0RZeAvlmLC81,2,0.915297016,0.816830479,0.887460344,4,,2026-09-05T07:11:44.899680+00:00
stage5c2-human-similarity-review-v2,b88122d9236a4e3531f02e19,49iccsmr8Su1SXXwNfFO70,2js0td9w2MzNUVPlMKYOEs,3,0.854007830,0.852433150,0.853562665,5,,2026-09-04T22:53:38.195870+00:00
stage5c2-human-similarity-review-v2,e108be366bfc390327e5061f,49iccsmr8Su1SXXwNfFO70,7hFW5IN7mQ99PuO86r38Sf,4,0.883292070,0.751644547,0.846075072,3,,2026-09-05T08:30:27.864992+00:00
stage5c2-human-similarity-review-v2,a297d301a5ff514804774ee1,49iccsmr8Su1SXXwNfFO70,2aiVdNIqY5BDCM10fKlKpS,5,0.861254336,0.799520351,0.843802025,4,,2026-09-04T22:28:07.737115+00:00
stage5c2-human-similarity-review-v2,3a1742af81db2a2290e4427d,1aKvZDoLGkNMxoRYgkckZG,65FftemJ1DbbZ45DUfHJXE,1,0.897434072,0.854528905,0.885304702,5,,2026-09-04T23:48:23.195767+00:00
stage5c2-human-similarity-review-v2,c6e45425d61de8061453a730,1aKvZDoLGkNMxoRYgkckZG,7fXYFuCTmNrYRGwEUUf5iz,2,0.856633389,0.866852919,0.859522469,1,,2026-09-05T08:30:40.882646+00:00
stage5c2-human-similarity-review-v2,c81c27e0a8d2d04c33e61e8d,1aKvZDoLGkNMxoRYgkckZG,3vC63Nh3rSREo7qDHgnx8I,3,0.904327510,0.727999250,0.854479185,4,,2026-09-05T08:17:45.271999+00:00
stage5c2-human-similarity-review-v2,d9f1689634ca067578e5e5cf,1aKvZDoLGkNMxoRYgkckZG,4lR8sYGMGZPvthF2yUfo7T,4,0.904313735,0.721750701,0.852702828,3,,2026-09-05T08:30:39.643605+00:00
stage5c2-human-similarity-review-v2,f6ae64aac57d49de375c4d32,1aKvZDoLGkNMxoRYgkckZG,7LFwi4RolcCPnVEXXXVfQP,5,0.857363917,0.839785898,0.852394579,5,,2026-09-04T23:46:49.732260+00:00
stage5c2-human-similarity-review-v2,22c31613a85be900017a674a,1kuGVB7EU95pJObxwvfwKS,41zXlQxzTi6cGAjpOXyLYH,1,0.921946449,0.912238296,0.919201936,5,,2026-09-05T08:34:38.625388+00:00
stage5c2-human-similarity-review-v2,8d6745cb32c1073c312d4f1a,1kuGVB7EU95pJObxwvfwKS,6Kkt27YmFyIFrcX3QXFi2o,2,0.880574409,0.928910940,0.894239236,4,,2026-09-05T08:34:35.395409+00:00
stage5c2-human-similarity-review-v2,09bad0059127e2b926839940,1kuGVB7EU95pJObxwvfwKS,5l45vVLs4JKkhzN0tvkWJv,3,0.893329292,0.822538343,0.873316560,3,the snippets not measured are very different,2026-09-04T23:21:59.208156+00:00
stage5c2-human-similarity-review-v2,a93522e00204e42104b48312,1kuGVB7EU95pJObxwvfwKS,5VGDusp81Ed3T9xACRw5Os,4,0.845444725,0.852043390,0.847310180,4,,2026-09-05T08:34:59.200209+00:00
stage5c2-human-similarity-review-v2,9ff1b0f65da7ef378d9bffb1,1kuGVB7EU95pJObxwvfwKS,2g0LdZQce9xlcHb1mBJyuz,5,0.835062081,0.873452792,0.845915206,3,,2026-09-05T08:25:59.002839+00:00
stage5c2-human-similarity-review-v2,dc4744be34a09b92839bdad7,4yNhVidUIAtKPT72PrZuLP,6ZGqVXaJmhbYAK2DF8mWRR,1,0.862167494,0.766323289,0.835072160,5,,2026-09-04T23:41:39.561157+00:00
stage5c2-human-similarity-review-v2,09b85fafe985f0eda610b8ef,4yNhVidUIAtKPT72PrZuLP,7hFW5IN7mQ99PuO86r38Sf,2,0.837536969,0.773862037,0.819535948,3,3.5 maybe? same lofi genre but very different sounds compared to the song,2026-09-04T22:31:27.747066+00:00
stage5c2-human-similarity-review-v2,f078e9a08add5735776c09b1,4yNhVidUIAtKPT72PrZuLP,4B8L0sByBRJRUV1Uot2Ebd,3,0.776029278,0.816320772,0.787419758,4,,2026-09-04T23:38:06.983815+00:00
stage5c2-human-similarity-review-v2,631fd684fb6293002574940f,4yNhVidUIAtKPT72PrZuLP,6JjD8b5nYnwJ3zxYZ16rKg,4,0.795646088,0.712866379,0.772244112,3,,2026-09-05T08:35:33.882217+00:00
stage5c2-human-similarity-review-v2,ac98403b62281ac821bce3d3,4yNhVidUIAtKPT72PrZuLP,2BFAfMIblG0RZeAvlmLC81,5,0.777770119,0.729007168,0.763984743,3,,2026-09-05T08:35:35.682318+00:00
stage5c2-human-similarity-review-v2,972f173fc3e967c938288089,5ri8u5RA8e4vGMyMAGXy0p,0ASYuzPsTBA6ZmIsuvNZby,1,0.788212845,0.744940223,0.775979595,4,,2026-09-05T08:35:54.165354+00:00
stage5c2-human-similarity-review-v2,86f99e74dfc7c778d5a5d7b0,5ri8u5RA8e4vGMyMAGXy0p,30NAF18yQGvwKrbn1IEMKn,2,0.785214022,0.748659436,0.774879973,2,,2026-09-05T08:35:56.824267+00:00
stage5c2-human-similarity-review-v2,10813b704c7b3cfcf13dc58c,5ri8u5RA8e4vGMyMAGXy0p,4P1L6AniTDJzANaubzWGYs,3,0.776299496,0.762817488,0.772488107,5,,2026-09-05T00:39:14.180941+00:00
stage5c2-human-similarity-review-v2,c30094f765b4257c297ca30e,5ri8u5RA8e4vGMyMAGXy0p,6ZGqVXaJmhbYAK2DF8mWRR,4,0.799711912,0.632106852,0.752329652,4,,2026-09-04T23:41:52.332393+00:00
stage5c2-human-similarity-review-v2,d582ec5ef48f4ab2f2464e43,5ri8u5RA8e4vGMyMAGXy0p,5cgy5vMqVZbd8hYutp2txu,5,0.740911830,0.725195342,0.736468750,3,,2026-09-05T08:36:03.172243+00:00
stage5c2-human-similarity-review-v2,12034ebc8cc0802d48b784cb,0xlx3pH8TxNah8hdiINqeA,6JjD8b5nYnwJ3zxYZ16rKg,1,0.795076429,0.754829369,0.783698511,4,,2026-09-05T08:36:10.583735+00:00
stage5c2-human-similarity-review-v2,4da01e0d8eb7b90c94030722,0xlx3pH8TxNah8hdiINqeA,5l45vVLs4JKkhzN0tvkWJv,2,0.770320692,0.736707265,0.760818114,3,,2026-09-05T08:36:16.422631+00:00
stage5c2-human-similarity-review-v2,1ee439e08ff65ae8ed8b628a,0xlx3pH8TxNah8hdiINqeA,5UUnRflW65AsvluD8d5N2U,3,0.759652559,0.746315303,0.755882092,4,,2026-09-05T08:12:45.048462+00:00
stage5c2-human-similarity-review-v2,69cc2d67a981c6ccf41b2090,0xlx3pH8TxNah8hdiINqeA,6rj9qDXWANe0U69asDzxMp,4,0.808628344,0.593288954,0.747751501,4,,2026-09-05T08:36:20.969269+00:00
stage5c2-human-similarity-review-v2,87c145d0bfc7db5924cc8a77,0xlx3pH8TxNah8hdiINqeA,2BFAfMIblG0RZeAvlmLC81,5,0.751261432,0.705914738,0.738441838,3,,2026-09-05T08:37:10.440778+00:00
stage5c2-human-similarity-review-v2,001d89314d80b43d5fdf8563,1DaXVM8npVKa2AQBrYz4xS,7nD9LjsenfCRv4uxy93xhZ,1,0.917929616,0.769864388,0.876071302,4,,2026-09-05T08:37:25.426403+00:00
stage5c2-human-similarity-review-v2,8fe3105a67c2880670d93e7e,1DaXVM8npVKa2AQBrYz4xS,5sEeuhYWHNczuPKek1zJeG,2,0.916151246,0.714701026,0.859200896,5,,2026-09-05T00:27:53.931389+00:00
stage5c2-human-similarity-review-v2,c98965716f449b34af8067a3,1DaXVM8npVKa2AQBrYz4xS,0WJxkgYXRoOxFb4Vq3Ddmg,3,0.835818804,0.875444636,0.847021100,5,,2026-09-04T23:43:27.997397+00:00
stage5c2-human-similarity-review-v2,52f15f1d612f0f3406f8e4db,1DaXVM8npVKa2AQBrYz4xS,043ryKJlgSnAUzpXnfxU6b,4,0.837304963,0.815836378,0.831235755,2,,2026-09-05T00:38:36.188758+00:00
stage5c2-human-similarity-review-v2,4f3ff2d9e865afb657cdb68f,1DaXVM8npVKa2AQBrYz4xS,0ASYuzPsTBA6ZmIsuvNZby,5,0.819930515,0.824521144,0.821228294,3,,2026-09-05T08:45:03.045942+00:00
stage5c2-human-similarity-review-v2,b7b2cb46c4d97508fe64f44e,49KDK2ccYnOCYPeXfDO3YT,3F5HhdyBfvCbzuPJbGBHkc,1,0.831380799,0.722171474,0.800507121,2,,2026-09-05T07:19:41.464462+00:00
stage5c2-human-similarity-review-v2,de2baf467483cb40504f21be,49KDK2ccYnOCYPeXfDO3YT,2g0LdZQce9xlcHb1mBJyuz,2,0.826152996,0.621136641,0.768194494,3,,2026-09-05T08:45:19.062101+00:00
stage5c2-human-similarity-review-v2,77506854da190c20ac5c1315,49KDK2ccYnOCYPeXfDO3YT,5quFr5s5PXYfUX5jV2EBZ1,3,0.805864942,0.651653202,0.762268999,3,,2026-09-05T08:45:21.326482+00:00
stage5c2-human-similarity-review-v2,e0876a5b235b714b8c6ca2ba,49KDK2ccYnOCYPeXfDO3YT,3uOeutrLztSX6lU0b0et3B,4,0.790958728,0.664572331,0.755229060,3,,2026-09-05T08:45:23.187187+00:00
stage5c2-human-similarity-review-v2,79c302f579f89d928d7cba16,49KDK2ccYnOCYPeXfDO3YT,4Sk74gcXTe9dnE1HU5Pn1y,5,0.720403285,0.838460024,0.753778143,3,,2026-09-05T08:45:25.230315+00:00
stage5c2-human-similarity-review-v2,fadee454d6c7386cd82afea2,3azJifCSqg9fRij2yKIbWz,6B9HXnRzmokTTxZNdV5T48,1,0.799651878,0.869627192,0.819434029,1,,2026-09-05T08:56:08.272165+00:00
stage5c2-human-similarity-review-v2,2656ade378bea5b2919571db,3azJifCSqg9fRij2yKIbWz,49iccsmr8Su1SXXwNfFO70,2,0.824363588,0.780284093,0.811902233,1,,2026-09-05T08:56:09.008238+00:00
stage5c2-human-similarity-review-v2,df6ed509f53ed31ffe6cf5a4,3azJifCSqg9fRij2yKIbWz,0JJeoiCAa1hwcBsPxBN2w4,3,0.804820585,0.828862037,0.811617148,2,,2026-09-05T08:56:10.782359+00:00
stage5c2-human-similarity-review-v2,d310a06159d32f16577b5854,3azJifCSqg9fRij2yKIbWz,3vC63Nh3rSREo7qDHgnx8I,4,0.786098357,0.847549792,0.803470791,1,,2026-09-05T08:56:12.129586+00:00
stage5c2-human-similarity-review-v2,ac256feb0dac56a0191f1320,3azJifCSqg9fRij2yKIbWz,2yQY2IzeQtUKanVo78Fg23,5,0.782759389,0.839952447,0.798927972,1,,2026-09-05T08:56:12.684203+00:00
stage5c2-human-similarity-review-v2,d5bca33436409fafa03d5413,3fzeNQfannmBQWGecQZ93s,2g0LdZQce9xlcHb1mBJyuz,1,0.880752878,0.775212182,0.850916328,3,,2026-09-05T08:25:39.956857+00:00
stage5c2-human-similarity-review-v2,1f259748ded675913a0889d2,3fzeNQfannmBQWGecQZ93s,2BFAfMIblG0RZeAvlmLC81,2,0.870379725,0.793016237,0.848508924,4,,2026-09-05T07:12:17.568344+00:00
stage5c2-human-similarity-review-v2,24058909bdc6d50ec0ee9cc6,3fzeNQfannmBQWGecQZ93s,7hFW5IN7mQ99PuO86r38Sf,3,0.861849679,0.753784491,0.831299450,3,,2026-09-04T22:30:43.628009+00:00
stage5c2-human-similarity-review-v2,6dd1acd0767261ed7d88dbd7,3fzeNQfannmBQWGecQZ93s,6B9HXnRzmokTTxZNdV5T48,4,0.833397750,0.799951595,0.823942460,4,,2026-09-04T23:46:24.761584+00:00
stage5c2-human-similarity-review-v2,9fc85efc762bd7413d3aa388,3fzeNQfannmBQWGecQZ93s,4gMPlHHAjOQnUrhsuqHivn,5,0.831440656,0.727651723,0.802099333,3,,2026-09-05T08:56:33.961813+00:00
stage5c2-human-similarity-review-v2,68ca86f9c080e5613a473c1d,53eKx8ec2jDjt1m3VBUCEM,2Ah7oAy4esXD8pEEhY0hyR,1,0.749873589,0.820789552,0.769921663,4,,2026-09-04T23:16:08.168449+00:00
stage5c2-human-similarity-review-v2,edbaf92d13e44571106f2d8d,53eKx8ec2jDjt1m3VBUCEM,3fzeNQfannmBQWGecQZ93s,2,0.766246810,0.759968471,0.764471912,2,,2026-09-05T08:57:13.081268+00:00
stage5c2-human-similarity-review-v2,240419d0f738f0c479634538,53eKx8ec2jDjt1m3VBUCEM,6JjD8b5nYnwJ3zxYZ16rKg,3,0.747989540,0.787997158,0.759299768,4,,2026-09-05T08:57:19.257067+00:00
stage5c2-human-similarity-review-v2,38868ba0d28d02825d5c2679,53eKx8ec2jDjt1m3VBUCEM,2g0LdZQce9xlcHb1mBJyuz,4,0.767021109,0.731159965,0.756883097,2,,2026-09-05T08:57:17.986296+00:00
stage5c2-human-similarity-review-v2,fc27f0cc2b76573b1ed78f77,53eKx8ec2jDjt1m3VBUCEM,3aFh82SrVntBmW9Lx0Gb7W,5,0.799200147,0.648627074,0.756632861,2,,2026-09-05T00:00:00.804131+00:00
stage5c2-human-similarity-review-v2,d39d92108542a9c0ed5f0a97,6nzCvAtyADh0wwZEVMoujK,5quFr5s5PXYfUX5jV2EBZ1,1,0.898545506,0.849166609,0.884586001,5,,2026-09-04T22:35:48.392667+00:00
stage5c2-human-similarity-review-v2,e303a9f18368c7a481b95fbf,6nzCvAtyADh0wwZEVMoujK,74X2u8JMVooG2QbjRxXwR8,2,0.862242423,0.840034756,0.855964275,2,,2026-09-05T08:57:37.235216+00:00
stage5c2-human-similarity-review-v2,9153c11df6248579c5b8c1fa,6nzCvAtyADh0wwZEVMoujK,5zfpJXfqGGh94YcStRlI2s,3,0.811155075,0.877003727,0.829770610,5,,2026-09-04T23:24:52.016439+00:00
stage5c2-human-similarity-review-v2,5a8e7ec4ce49cc79ebd9d6ef,6nzCvAtyADh0wwZEVMoujK,0ayK1CJh1cMRjUJRCDWhCd,4,0.821474073,0.825202420,0.822528084,4,,2026-09-05T08:57:50.446982+00:00
