trial_id,query_track_id,candidate_a_id,candidate_b_id,trial_kind,slice,canonical_label,label_status,raw_judgment_count,primary_eligible,exclusion_reason,excerpt_strategy,laion_clap_sim_a,laion_clap_sim_b,laion_clap_analysis_key,mert_5120_sim_a,mert_5120_sim_b,mert_5120_analysis_key,chroma_global_cos_sim_a,chroma_global_cos_sim_b,chroma_dtw_sim_sim_a,chroma_dtw_sim_sim_b,transposition_best_cos_sim_a,transposition_best_cos_sim_b,onset_cos_fixed_sim_a,onset_cos_fixed_sim_b,onset_dtw_sim_sim_a,onset_dtw_sim_sim_b,tempogram_cos_sim_a,tempogram_cos_sim_b,timbre_cos_sim_a,timbre_cos_sim_b,merit_melody_cos_sim_a,merit_melody_cos_sim_b,merit_rhythm_cos_sim_a,merit_rhythm_cos_sim_b,merit_timbre_cos_sim_a,merit_timbre_cos_sim_b,log_tempo_ratio_sim_a,log_tempo_ratio_sim_b,feature_cache_key_q,feature_cache_key_a,feature_cache_key_b
20364:H3,20364,120105,41570,disagree:mert_5120_vs_mert_generic,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.5145667568,0.3820767584,b0fee4bc6fd340e4,0.9527340192,0.944675873,8069b221c47dd7c0,0.708176949,0.8209337782,0.008659706029,0.008924959817,0.9206080325,0.8268795277,1,1,0.6468128732,0.6527044109,0.9456043473,0.9920563466,0.8770469657,0.9041110095,0.392429609,0.143960837,0.4050448128,0.4993683934,0.04636452943,0.5684593246,-0.03509131981,-0.2876820725,5d4764d9f3248c81f86d62ed50de9122fc9a69b45d0ffeda928851045e26f9ed,69ad38b7bc52995ee37e1291b59322567f2e12abc3652b2cc89396b3b5cb24c1,753f6dd7f2791b3164560e35838fb44a6fee4608ab6cb543a0b0fbc6807faac4
20364:H4,20364,16743,3920,competitive_rank2,competitive_rank2,B,CANONICAL,1,True,,center5_v1,0.454219733,0.4975997473,b0fee4bc6fd340e4,0.9471382118,0.9469850149,8069b221c47dd7c0,0.6895518282,0.77358558,0.008566760068,0.008731625594,0.8759709537,0.9125710555,1,0.994041655,0.6692107276,0.642141394,0.9907098574,0.9130831016,0.9667622812,0.9607653441,0.2454005645,0.3039765552,0.6912867201,0.6413547686,0.05039693013,-0.1313317159,-0.3364722366,-0.07410797215,5d4764d9f3248c81f86d62ed50de9122fc9a69b45d0ffeda928851045e26f9ed,930ff6fd36a58585cb27c374a7356f16a55cbd222f120cebc47538aab794102a,e58825ab707aa3a1e386d61e852791b1bb392d70e3e2b73ed1c42343e88aec2f
20364:H5,20364,86038,56802,anchor_negative,anchor_negative,B,CANONICAL,1,False,,center5_v1,0.8544738721,0.6165144323,b0fee4bc6fd340e4,0.917822583,0.8674550642,8069b221c47dd7c0,0.6309260439,0.644014698,0.008785339792,0.008554857303,0.8982897644,0.892958917,1,0.9860411897,0.66991313,0.6253450498,0.9941121628,0.8169927788,0.8394052322,0.9448776371,0.490767698,0.4311429491,0.7635206059,0.3613545657,-0.08214972217,-0.1112396464,-0.387765531,-0,5d4764d9f3248c81f86d62ed50de9122fc9a69b45d0ffeda928851045e26f9ed,09baaf2862d2b4600b102212acb119310e5a112af5b8b81686ba618a0957bd81,dadbca39d340af59722c2b16eeffe967b6792b1d60e20bcd1c9f61a3f09ebcfd
32340:H1,32340,80756,108060,disagree:laion_clap_vs_mert_5120,direct_disagreement,B,CANONICAL,1,True,,center5_v1,0.4643661383,0.7975712131,b0fee4bc6fd340e4,0.9627735422,0.9366492938,8069b221c47dd7c0,0.910937328,0.7204398542,0.01154888662,0.00901812315,0.9593777781,0.9034874161,1,1,0.7064327863,0.7523824502,0.9811223784,0.9994164163,0.9723000826,0.9435548111,0.382305395,0.4433645982,0.9191567479,0.8009177206,0.1089614347,0.7711120104,-0.2876820725,-0.04255961442,d8fc3128ec9a3e76b907ff6b104455b5912e8ca183ca8b6e8360cb9d798f796c,67e5047ef3a5a0605f04d00ce1fbd43bfae7715663b3f15c9d05fd5327d2108c,e7a9589042ca5fb1c1a9b8bddf6e1d8cbcdafaaa0e1bf53b57efc9b0a6d5c70e
32340:H2,32340,108060,68537,disagree:laion_clap_vs_mert_generic,direct_disagreement,Neither,CANONICAL,1,False,NEITHER,center5_v1,0.7975712131,0.424883401,b0fee4bc6fd340e4,0.9366492938,0.9623820297,8069b221c47dd7c0,0.7204398542,0.9101902228,0.00901812315,0.01350631724,0.9034874161,0.9345846511,1,1,0.7523824502,0.7718383695,0.9994164163,0.9997175611,0.9435548111,0.9821804129,0.4433645982,0.343133759,0.8009177206,0.8287750564,0.7711120104,0.8091900548,-0.04255961442,-0.04255961442,d8fc3128ec9a3e76b907ff6b104455b5912e8ca183ca8b6e8360cb9d798f796c,e7a9589042ca5fb1c1a9b8bddf6e1d8cbcdafaaa0e1bf53b57efc9b0a6d5c70e,56091e76474dc99aad95888b6815d80256cf6b63a96f66c671c655379f43fdb8
32340:H3,32340,80756,68537,disagree:mert_5120_vs_mert_generic,direct_disagreement,Neither,CANONICAL,1,False,NEITHER,center5_v1,0.4643661383,0.424883401,b0fee4bc6fd340e4,0.9627735422,0.9623820297,8069b221c47dd7c0,0.910937328,0.9101902228,0.01154888662,0.01350631724,0.9593777781,0.9345846511,1,1,0.7064327863,0.7718383695,0.9811223784,0.9997175611,0.9723000826,0.9821804129,0.382305395,0.343133759,0.9191567479,0.8287750564,0.1089614347,0.8091900548,-0.2876820725,-0.04255961442,d8fc3128ec9a3e76b907ff6b104455b5912e8ca183ca8b6e8360cb9d798f796c,67e5047ef3a5a0605f04d00ce1fbd43bfae7715663b3f15c9d05fd5327d2108c,56091e76474dc99aad95888b6815d80256cf6b63a96f66c671c655379f43fdb8
32340:H4,32340,68537,91228,competitive_rank2,competitive_rank2,B,CANONICAL,1,True,,center5_v1,0.424883401,0.7769922529,b0fee4bc6fd340e4,0.9623820297,0.9110703842,8069b221c47dd7c0,0.9101902228,0.9464714036,0.01350631724,0.009927711266,0.9345846511,0.9464714036,1,1,0.7718383695,0.7130165819,0.9997175611,0.998213883,0.9821804129,0.8292837616,0.343133759,0.4673988617,0.8287750564,0.8441668839,0.8091900548,0.8745517131,-0.04255961442,-0.08004270767,d8fc3128ec9a3e76b907ff6b104455b5912e8ca183ca8b6e8360cb9d798f796c,56091e76474dc99aad95888b6815d80256cf6b63a96f66c671c655379f43fdb8,dd0fae5196c3cf50cce54e0e6ee02685501cb4fd85d15471cb0e502fd58049e9
32340:H5,32340,68537,22478,competitive_rank2,competitive_rank2,Neither,CANONICAL,1,False,NEITHER,center5_v1,0.424883401,0.6306766743,b0fee4bc6fd340e4,0.9623820297,0.9590032893,8069b221c47dd7c0,0.9101902228,0.943502128,0.01350631724,0.01227466502,0.9345846511,0.943502128,1,1,0.7718383695,0.7105404612,0.9997175611,0.9974785684,0.9821804129,0.9769578691,0.343133759,0.4883627134,0.8287750564,0.6106868075,0.8091900548,0.9026942111,-0.04255961442,-0.1335313926,d8fc3128ec9a3e76b907ff6b104455b5912e8ca183ca8b6e8360cb9d798f796c,56091e76474dc99aad95888b6815d80256cf6b63a96f66c671c655379f43fdb8,f9f804f96e1c08e92cee8a5804a72ac3dd41ae9ca650ea53c3a2135fe0a0e624
32340:H6,32340,85973,22478,competitive_rank2,competitive_rank2,A,CANONICAL,1,True,,center5_v1,0.6906925276,0.6306766743,b0fee4bc6fd340e4,0.9302946659,0.9590032893,8069b221c47dd7c0,0.8109508602,0.943502128,0.01005607881,0.01227466502,0.8115248243,0.943502128,1,1,0.7330182914,0.7105404612,0.9993595374,0.9974785684,0.9530861873,0.9769578691,0.4619728083,0.4883627134,0.884920166,0.6106868075,0.4568323552,0.9026942111,-0.1335313926,-0.1335313926,d8fc3128ec9a3e76b907ff6b104455b5912e8ca183ca8b6e8360cb9d798f796c,3631390cb1b9315cafad5057d31d15805e7e0fa8117eb8c5261749fe75d5c9b0,f9f804f96e1c08e92cee8a5804a72ac3dd41ae9ca650ea53c3a2135fe0a0e624
32340:H7,32340,108060,126276,anchor_negative,anchor_negative,B,CANONICAL,1,False,,center5_v1,0.7975712131,0.4051787591,b0fee4bc6fd340e4,0.9366492938,0.8246608143,8069b221c47dd7c0,0.7204398542,0.6101909947,0.00901812315,0.008607631609,0.9034874161,0.7433182553,1,1,0.7523824502,0.6857384546,0.9994164163,0.9467283185,0.9435548111,0.8232848334,0.4433645982,0.287683705,0.8009177206,0.7110769179,0.7711120104,-0.4884383012,-0.04255961442,-0.08701137699,d8fc3128ec9a3e76b907ff6b104455b5912e8ca183ca8b6e8360cb9d798f796c,e7a9589042ca5fb1c1a9b8bddf6e1d8cbcdafaaa0e1bf53b57efc9b0a6d5c70e,804a60e883ed90679c3c1aa072e84de9a0ec05fe0a5a2f1e6099b586bb1e22f4
38896:H1,38896,92508,38901,anchor_negative,anchor_negative,B,CANONICAL,1,False,,center5_v1,0.08693415554,0.8621568331,b0fee4bc6fd340e4,0.8728234575,0.9508034272,8069b221c47dd7c0,0.9319859849,0.9336463758,0.0186058514,0.01844037156,0.9454608488,0.9493126216,0.994041655,0.994041655,0.6575875779,0.6562889565,0.9946642542,0.984320609,0.522742676,0.9424600887,0.4502486668,0.5313120867,0.3737282342,0.4045432385,-0.3018822207,0.7411389213,-0.3715635564,-0.1892419996,c293dbead621219eb403365feaef22c95bba1409879575c0da1e9287c5c261db,f440aadfe5326429f31a76cf88f8fa44266ae849c119ba01f21754cca1ecbf35,5330e5e77c923eb1d6ec60834f5d355ad4baea6b227205bf1244c046602a2ede
3921:H1,3921,51659,126490,disagree:laion_clap_vs_mert_5120,direct_disagreement,Tie,CANONICAL,1,False,TIE,center5_v1,0.8137329405,0.5413586349,b0fee4bc6fd340e4,0.9707375488,0.9813569952,8069b221c47dd7c0,0.8755365964,0.894285496,0.009087618472,0.009351035901,0.9599306355,0.9507815504,0.9980178375,0.9980178375,0.6452292207,0.6427880205,0.9871589587,0.9698366193,0.9756009801,0.9381363012,0.489800659,0.6139803325,0.876288262,0.7199192607,0.6661925534,0.6715928111,-0.3677247801,-0.08004270767,4bd7161abbd1cf8f0401e6c54d61875b2ca22acd4627cb442aa88c04854b56c4,ebfbb2efd7733903f8a5c85c5c8f9bca42358791b285b8f5465481afcba3d1e5,f36fe12237aec4855bde83865ab26feaa5fb316d46ed0c32090e912a572039a9
3921:H2,3921,51659,4234,disagree:laion_clap_vs_mert_generic,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.8137329405,0.5147228911,b0fee4bc6fd340e4,0.9707375488,0.9778430099,8069b221c47dd7c0,0.8755365964,0.7512033075,0.009087618472,0.00884220474,0.9599306355,0.8717320361,0.9980178375,0.9980178375,0.6452292207,0.6409901281,0.9871589587,0.9808387628,0.9756009801,0.9702796043,0.489800659,0.3909854652,0.876288262,0.675969901,0.6661925534,0.6956951797,-0.3677247801,-0.1431008436,4bd7161abbd1cf8f0401e6c54d61875b2ca22acd4627cb442aa88c04854b56c4,ebfbb2efd7733903f8a5c85c5c8f9bca42358791b285b8f5465481afcba3d1e5,60da4e69e791da30e7f2c2345b066b9d5888571a02810f7d3085750dffb103fd
3921:H3,3921,51659,98301,disagree:laion_clap_vs_muq_mulan_large,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.8137329405,0.6518328177,b0fee4bc6fd340e4,0.9707375488,0.9648532599,8069b221c47dd7c0,0.8755365964,0.728986578,0.009087618472,0.008727473107,0.9599306355,0.904464056,0.9980178375,0.9980178375,0.6452292207,0.6573416282,0.9871589587,0.9790879289,0.9756009801,0.9740510802,0.489800659,0.326799878,0.876288262,0.4524930213,0.6661925534,0.5556229432,-0.3677247801,-0.1226023221,4bd7161abbd1cf8f0401e6c54d61875b2ca22acd4627cb442aa88c04854b56c4,ebfbb2efd7733903f8a5c85c5c8f9bca42358791b285b8f5465481afcba3d1e5,f2d2fa2d16fbc21a8ea7a0a62997948428787c9058968f59489a7e953e13a06a
3921:H4,3921,4234,126490,disagree:mert_5120_vs_mert_generic,direct_disagreement,B,CANONICAL,1,True,,center5_v1,0.5147228911,0.5413586349,b0fee4bc6fd340e4,0.9778430099,0.9813569952,8069b221c47dd7c0,0.7512033075,0.894285496,0.00884220474,0.009351035901,0.8717320361,0.9507815504,0.9980178375,0.9980178375,0.6409901281,0.6427880205,0.9808387628,0.9698366193,0.9702796043,0.9381363012,0.3909854652,0.6139803325,0.675969901,0.7199192607,0.6956951797,0.6715928111,-0.1431008436,-0.08004270767,4bd7161abbd1cf8f0401e6c54d61875b2ca22acd4627cb442aa88c04854b56c4,60da4e69e791da30e7f2c2345b066b9d5888571a02810f7d3085750dffb103fd,f36fe12237aec4855bde83865ab26feaa5fb316d46ed0c32090e912a572039a9
3921:H5,3921,126490,98301,disagree:mert_5120_vs_muq_mulan_large,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.5413586349,0.6518328177,b0fee4bc6fd340e4,0.9813569952,0.9648532599,8069b221c47dd7c0,0.894285496,0.728986578,0.009351035901,0.008727473107,0.9507815504,0.904464056,0.9980178375,0.9980178375,0.6427880205,0.6573416282,0.9698366193,0.9790879289,0.9381363012,0.9740510802,0.6139803325,0.326799878,0.7199192607,0.4524930213,0.6715928111,0.5556229432,-0.08004270767,-0.1226023221,4bd7161abbd1cf8f0401e6c54d61875b2ca22acd4627cb442aa88c04854b56c4,f36fe12237aec4855bde83865ab26feaa5fb316d46ed0c32090e912a572039a9,f2d2fa2d16fbc21a8ea7a0a62997948428787c9058968f59489a7e953e13a06a
3921:H6,3921,98301,4234,disagree:mert_generic_vs_muq_mulan_large,direct_disagreement,B,CANONICAL,1,True,,center5_v1,0.6518328177,0.5147228911,b0fee4bc6fd340e4,0.9648532599,0.9778430099,8069b221c47dd7c0,0.728986578,0.7512033075,0.008727473107,0.00884220474,0.904464056,0.8717320361,0.9980178375,0.9980178375,0.6573416282,0.6409901281,0.9790879289,0.9808387628,0.9740510802,0.9702796043,0.326799878,0.3909854652,0.4524930213,0.675969901,0.5556229432,0.6956951797,-0.1226023221,-0.1431008436,4bd7161abbd1cf8f0401e6c54d61875b2ca22acd4627cb442aa88c04854b56c4,f2d2fa2d16fbc21a8ea7a0a62997948428787c9058968f59489a7e953e13a06a,60da4e69e791da30e7f2c2345b066b9d5888571a02810f7d3085750dffb103fd
3921:H7,3921,80758,6379,competitive_rank2,competitive_rank2,A,CANONICAL,1,True,,center5_v1,0.7977871509,0.6088861449,b0fee4bc6fd340e4,0.9727574202,0.9809607901,8069b221c47dd7c0,0.8264292188,0.8439451648,0.00944877952,0.0105314752,0.9356917542,0.9491742426,0.9980178375,0.9980178375,0.6321305124,0.638791471,0.9817759877,0.9707805884,0.9877277316,0.9860860055,0.3746565057,0.5363895723,0.569651494,0.5721413332,0.6337619444,0.7543368515,-0.3136575589,-0.1431008436,4bd7161abbd1cf8f0401e6c54d61875b2ca22acd4627cb442aa88c04854b56c4,24f24e484cfcaf54debbfbf7aea9f81c13fa645e6b3a718a69299ca39b0d1d04,7cc9edc14984d195b13a6e647b85679cc0a9b92e2325d46f3b26b85bf344faa2
3921:H8,3921,22477,6379,competitive_rank2,competitive_rank2,B,CANONICAL,1,True,,center5_v1,0.6271443715,0.6088861449,b0fee4bc6fd340e4,0.9735628644,0.9809607901,8069b221c47dd7c0,0.7346592202,0.8439451648,0.008514201052,0.0105314752,0.8989811687,0.9491742426,0.9920238726,0.9980178375,0.6289387028,0.638791471,0.8301711071,0.9707805884,0.9819049368,0.9860860055,0.3671461042,0.5363895723,0.5059000189,0.5721413332,0.5839814217,0.7543368515,-0.1431008436,-0.1431008436,4bd7161abbd1cf8f0401e6c54d61875b2ca22acd4627cb442aa88c04854b56c4,9c5a077f8f9c89acf9b4708785f9b1d62b1ee217e4057825082103bb4ef7144b,7cc9edc14984d195b13a6e647b85679cc0a9b92e2325d46f3b26b85bf344faa2
41605:H1,41605,83600,40654,disagree:laion_clap_vs_mert_5120,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.4517433299,0.7306987239,b0fee4bc6fd340e4,0.9637092754,0.9235249358,8069b221c47dd7c0,0.729302504,0.7789278739,0.009084400956,0.00914953026,0.8634025239,0.9635960146,1,1,0.6599916201,0.6474099824,0.9482838998,0.9794000656,0.9916431778,0.9755730285,0.5054107984,0.34614921,0.7716181984,0.751876446,0.6519079779,0.5133581247,-0.6325225587,-0.424883194,cdcd9bbe23270a3d6ec2ee3df4c479a7ca6883231eb05f5d7b4d520adbb88620,c21cc96e37089eb3896f5c03ea0180dbc798242848cef5b027b3c5ff3f0206b5,238644780dafa21b2685497355473b39e862fcd19db677f83bf682a8a5d4909a
41605:H2,41605,6459,40654,anchor_negative,anchor_negative,Neither,CANONICAL,1,False,NEITHER,center5_v1,0.3000985772,0.7306987239,b0fee4bc6fd340e4,0.9145280904,0.9235249358,8069b221c47dd7c0,0.7133384903,0.7789278739,0.008823325965,0.00914953026,0.9342444875,0.9635960146,1,1,0.6702929754,0.6474099824,0.9687416126,0.9794000656,0.8968779949,0.9755730285,0.6699109231,0.34614921,0.4278953404,0.751876446,0.1075195385,0.5133581247,-0.4989911661,-0.424883194,cdcd9bbe23270a3d6ec2ee3df4c479a7ca6883231eb05f5d7b4d520adbb88620,e7a1948719c4cd4e7c3f8365b8c5b5495c2b634610e80144b4fe0810e3ca8f97,238644780dafa21b2685497355473b39e862fcd19db677f83bf682a8a5d4909a
42844:H1,42844,10809,35543,disagree:mert_5120_vs_mert_generic,direct_disagreement,Tie,CANONICAL,1,False,TIE,center5_v1,0.7409922057,0.549346191,b0fee4bc6fd340e4,0.9709148691,0.9697471169,8069b221c47dd7c0,0.946547388,0.9471368031,0.01179469132,0.01064533695,0.9476664831,0.9471368031,1,1,0.6411870609,0.6438688278,0.9500570378,0.977622877,0.9431807031,0.8057430863,0.2906463415,0.2017219332,0.2048602024,0.334949911,0.7649325973,0.5757568173,-0.2719337155,-0.06062462182,1f5e38ca37b41d5fb9551deb12adede5e99c9fe86a0c39046f71dc6018c2303f,7008dbc39360413f86bb37fcc6690d49b0c9fb28ecbd7f3e4a80b4fd42a659ed,73b255963010c56100348b75f81e471a49427994a140a93f41a55f912a5e4900
42844:H2,42844,66534,35543,competitive_rank2,competitive_rank2,A,CANONICAL,1,True,,center5_v1,0.7743674673,0.549346191,b0fee4bc6fd340e4,0.9655702012,0.9697471169,8069b221c47dd7c0,0.8171718559,0.9471368031,0.009471767237,0.01064533695,0.972496889,0.9471368031,1,1,0.6335576479,0.6438688278,0.9590583991,0.977622877,0.9604219583,0.8057430863,0.6603383687,0.2017219332,0.2610391698,0.334949911,0.7488233087,0.5757568173,-0.6286086594,-0.06062462182,1f5e38ca37b41d5fb9551deb12adede5e99c9fe86a0c39046f71dc6018c2303f,73c9d16f021f923c2a1b0432d20af23840a890fbaf33fcced0ba95214d0fd878,73b255963010c56100348b75f81e471a49427994a140a93f41a55f912a5e4900
42844:H3,42844,35543,44779,competitive_rank2,competitive_rank2,A,CANONICAL,1,True,,center5_v1,0.549346191,0.489096019,b0fee4bc6fd340e4,0.9697471169,0.9637222365,8069b221c47dd7c0,0.9471368031,0.8709759831,0.01064533695,0.009178517064,0.9471368031,0.9553814254,1,1,0.6438688278,0.6614634733,0.977622877,0.9684347647,0.8057430863,0.7897947079,0.2017219332,0.2999943647,0.334949911,0.1249942511,0.5757568173,0.7428085452,-0.06062462182,-0.2719337155,1f5e38ca37b41d5fb9551deb12adede5e99c9fe86a0c39046f71dc6018c2303f,73b255963010c56100348b75f81e471a49427994a140a93f41a55f912a5e4900,ee4f52ee8403207c0242383ccd945940c815cb79c6df5a9281aef700519caec7
48442:H1,48442,54437,114392,disagree:laion_clap_vs_mert_5120,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.841548178,0.7298545512,b0fee4bc6fd340e4,0.9386409612,0.9810317644,8069b221c47dd7c0,0.7003091333,0.8419934936,0.009060056383,0.01094028212,0.9506608078,0.9478709981,0.9930253791,0.9870010979,0.6310785858,0.6112257299,0.9065247964,0.9284272388,0.9608632742,0.9838468305,0.7271882739,0.8141556693,0.5562990823,0.5144158471,0.483556862,0.6442066368,-0.1053605157,-0.4054651081,aa54409b212a72dbff4a482255ce6167c15e7dcf760025c063590d7b8dec05bb,ff1d2e19a55ac56ad0cccc62f03595f363ec4aaeaa336bb5611de71871ddd193,397ee6d93063254e4cadfc26364c7050e673c6bec8e42d4eb18a4334b4939273
48442:H2,48442,54437,112481,disagree:laion_clap_vs_mert_generic,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.841548178,0.5688370043,b0fee4bc6fd340e4,0.9386409612,0.9770538511,8069b221c47dd7c0,0.7003091333,0.866235524,0.009060056383,0.01107817385,0.9506608078,0.9302409114,0.9930253791,0.9789110581,0.6310785858,0.6128434808,0.9065247964,0.8037131749,0.9608632742,0.9765418274,0.7271882739,0.429173095,0.5562990823,0.2973225416,0.483556862,0.06493212599,-0.1053605157,-0.3715635564,aa54409b212a72dbff4a482255ce6167c15e7dcf760025c063590d7b8dec05bb,ff1d2e19a55ac56ad0cccc62f03595f363ec4aaeaa336bb5611de71871ddd193,907516490c2995530feecea95efd7916b1c9e69b510f8cf342ae59f961c202ff
48442:H3,48442,112481,114392,disagree:mert_5120_vs_mert_generic,direct_disagreement,B,CANONICAL,1,True,,center5_v1,0.5688370043,0.7298545512,b0fee4bc6fd340e4,0.9770538511,0.9810317644,8069b221c47dd7c0,0.866235524,0.8419934936,0.01107817385,0.01094028212,0.9302409114,0.9478709981,0.9789110581,0.9870010979,0.6128434808,0.6112257299,0.8037131749,0.9284272388,0.9765418274,0.9838468305,0.429173095,0.8141556693,0.2973225416,0.5144158471,0.06493212599,0.6442066368,-0.3715635564,-0.4054651081,aa54409b212a72dbff4a482255ce6167c15e7dcf760025c063590d7b8dec05bb,907516490c2995530feecea95efd7916b1c9e69b510f8cf342ae59f961c202ff,397ee6d93063254e4cadfc26364c7050e673c6bec8e42d4eb18a4334b4939273
48442:H4,48442,53160,42014,competitive_rank2,competitive_rank2,B,CANONICAL,1,True,,center5_v1,0.7195921789,0.5913883011,b0fee4bc6fd340e4,0.9730018659,0.9778213777,8069b221c47dd7c0,0.8286849025,0.873198614,0.01030349327,0.009608487418,0.9731872854,0.9653065288,0.9645902462,0.9531872627,0.6278449877,0.6308055965,0.7678619523,0.7435774553,0.9724132849,0.9936756681,0.5719841035,0.5191122658,0.2349504328,0.4352656026,0.6662162218,0.5476006423,-0.2231435513,-0.1397619424,aa54409b212a72dbff4a482255ce6167c15e7dcf760025c063590d7b8dec05bb,22200c39f70107b913583aa52e0c8bf3d2bb2f53b3c99097ecf7cd8d5cfececb,eb9fdcbc051d2da683184d6255e3d7484d5f91a7f738fa2131f3e6bab51669bf
48442:H5,48442,93981,54437,anchor_negative,anchor_negative,B,CANONICAL,1,False,,center5_v1,0.3032051178,0.841548178,b0fee4bc6fd340e4,0.9363985322,0.9386409612,8069b221c47dd7c0,0.8733198363,0.7003091333,0.01003549627,0.009060056383,0.9473201546,0.9506608078,0.9980178375,0.9930253791,0.6042545789,0.6310785858,0.9714929961,0.9065247964,0.9165932679,0.9608632742,0.1904952163,0.7271882739,0.7323344648,0.5562990823,0.1471027555,0.483556862,-0,-0.1053605157,aa54409b212a72dbff4a482255ce6167c15e7dcf760025c063590d7b8dec05bb,652dfa2f4b92d29e0bcaf5acca425ea1ee9dd0397005533a7bdb404a3c700224,ff1d2e19a55ac56ad0cccc62f03595f363ec4aaeaa336bb5611de71871ddd193
52393:H1,52393,61491,131439,disagree:laion_clap_vs_mert_5120,direct_disagreement,Tie,CANONICAL,1,False,TIE,center5_v1,0.6306164758,0.8619119283,b0fee4bc6fd340e4,0.9764592253,0.9513041155,8069b221c47dd7c0,0.9680184846,0.7745289124,0.01676864076,0.01052634201,0.9680184846,0.8669449407,1,1,0.6412779128,0.675254569,0.9813962069,0.9916247334,0.9796495501,0.9365889811,0.5880943077,0.528013925,0.5580391755,0.3917499261,0.2269618128,0.2954894782,-0,-0.3227733923,9b632bdf4b59a9143967e614a4aa1727eb03be70837ecc3cc1723194a198ce06,b1fd600fc16d6aa55587e36208fbbbb14776a1a3e56f8ee5d892badea6f0992d,154f372ba483e0c5686ff18999bd92f63b1ddb3888f443426c105f3daa221dae
52393:H2,52393,131439,111872,disagree:laion_clap_vs_mert_generic,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.8619119283,0.3572564979,b0fee4bc6fd340e4,0.9513041155,0.9715094642,8069b221c47dd7c0,0.7745289124,0.9359729623,0.01052634201,0.0145846473,0.8669449407,0.951152246,1,1,0.675254569,0.6847760393,0.9916247334,0.9922382699,0.9365889811,0.9703504375,0.528013925,0.6019481597,0.3917499261,0.6290992742,0.2954894782,0.366784227,-0.3227733923,-0.1335313926,9b632bdf4b59a9143967e614a4aa1727eb03be70837ecc3cc1723194a198ce06,154f372ba483e0c5686ff18999bd92f63b1ddb3888f443426c105f3daa221dae,30cfc87771251145e2a813577642c4c586ce76d5ba981de8985383baab0b50aa
52393:H3,52393,61491,111872,disagree:mert_5120_vs_mert_generic,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.6306164758,0.3572564979,b0fee4bc6fd340e4,0.9764592253,0.9715094642,8069b221c47dd7c0,0.9680184846,0.9359729623,0.01676864076,0.0145846473,0.9680184846,0.951152246,1,1,0.6412779128,0.6847760393,0.9813962069,0.9922382699,0.9796495501,0.9703504375,0.5880943077,0.6019481597,0.5580391755,0.6290992742,0.2269618128,0.366784227,-0,-0.1335313926,9b632bdf4b59a9143967e614a4aa1727eb03be70837ecc3cc1723194a198ce06,b1fd600fc16d6aa55587e36208fbbbb14776a1a3e56f8ee5d892badea6f0992d,30cfc87771251145e2a813577642c4c586ce76d5ba981de8985383baab0b50aa
52393:H4,52393,58116,59443,competitive_rank2,competitive_rank2,B,CANONICAL,1,True,,center5_v1,0.8398511988,0.6198365801,b0fee4bc6fd340e4,0.9504508651,0.9760240939,8069b221c47dd7c0,0.9048727518,0.916905898,0.01239886566,0.01207949308,0.9443447834,0.9297980345,1,1,0.662422223,0.6730356784,0.9838601009,0.9909293351,0.9678090352,0.9898485098,0.5206333261,0.5998260288,0.1932587692,0.5640416731,0.2276843363,0.7889901051,-0.04652001563,-0.04879016417,9b632bdf4b59a9143967e614a4aa1727eb03be70837ecc3cc1723194a198ce06,012b525de877871e6b0f485f50fbf0e0ee3789e506bd8d27aba136ae4b907379,45c478313b69149f7a7ad894374fd27840c82bd1b071e88d7f8a29269942d120
52393:H5,52393,141877,131439,anchor_negative,anchor_negative,B,CANONICAL,1,False,,center5_v1,0.5562755498,0.8619119283,b0fee4bc6fd340e4,0.9327913181,0.9513041155,8069b221c47dd7c0,0.8798329729,0.7745289124,0.01392104589,0.01052634201,0.9538961275,0.8669449407,1,1,0.6998924477,0.675254569,0.9915540483,0.9916247334,0.9167279847,0.9365889811,0.5808005575,0.528013925,0.6724037746,0.3917499261,0.4985665479,0.2954894782,-0,-0.3227733923,9b632bdf4b59a9143967e614a4aa1727eb03be70837ecc3cc1723194a198ce06,5db318cc95f72c2e3a08398f2d3a371fe1e22595911a9d3d237d31b935aad579,154f372ba483e0c5686ff18999bd92f63b1ddb3888f443426c105f3daa221dae
